date_time,traffic_volume
2017-05-18 00:00:00,2916.4416742908193
2017-05-18 00:00:00,1801.0522901647132
2017-05-18 00:00:00,2577.810341460224
2017-05-18 01:00:00,2602.1468577396445
2017-05-18 01:00:00,2545.5166227469163
2017-05-18 02:00:00,2894.784658955075
2017-05-18 02:00:00,2805.643812330077
2017-05-18 02:00:00,3008.3562513440143
2017-05-18 03:00:00,3192.5605281070434
2017-05-18 03:00:00,3044.180399484184
2017-05-18 03:00:00,3598.5449304620256
2017-05-18 04:00:00,3408.3540664842126
2017-05-18 04:00:00,3237.6852938611164
2017-05-18 04:00:00,3778.0050951621974
2017-05-18 05:00:00,4787.155068312105
2017-05-18 05:00:00,3413.9232015889065
2017-05-18 05:00:00,3507.5678914628224
2017-05-18 06:00:00,4871.257295771869
2017-05-18 06:00:00,3353.722093404106
2017-05-18 07:00:00,4830.923374393078
2017-05-18 07:00:00,3499.2858902536364
2017-05-18 08:00:00,4849.530670396524
2017-05-18 08:00:00,3890.8073978458747
2017-05-18 08:00:00,3270.4420145446925
2017-05-18 09:00:00,2342.119997973431
2017-05-18 09:00:00,3293.4451833707944
2017-05-18 09:00:00,3996.807532586269
2017-05-18 10:00:00,2641.1441761608708
2017-05-18 10:00:00,4080.2115999640423
2017-05-18 11:00:00,2364.6966814989255
2017-05-18 12:00:00,2381.5575218188724
2017-05-18 13:00:00,2363.632851709265
2017-05-18 14:00:00,2587.6875794179828
2017-05-18 15:00:00,2603.4974966772197
2017-05-18 16:00:00,2592.5173744750787
2017-05-18 17:00:00,2607.2252773012133
2017-05-18 18:00:00,2615.140358296839
2017-05-18 19:00:00,2622.7875145407975
2017-05-18 20:00:00,2691.5769647680454
2017-05-18 21:00:00,2243.7366963476607
2017-05-18 22:00:00,3194.52358145854
2017-05-18 23:00:00,2124.5597293146566
2017-05-19 00:00:00,2103.6192868579105
2017-05-19 01:00:00,3214.5925664896367
2017-05-19 02:00:00,2086.7713754990386
2017-05-19 03:00:00,2105.5462321195396
2017-05-19 04:00:00,2090.7245662748023
2017-05-19 05:00:00,2039.9108743315546
2017-05-19 06:00:00,2041.6794637753696
2017-05-19 07:00:00,2016.018502158641
2017-05-19 08:00:00,2506.4327152413466
2017-05-19 09:00:00,2520.009136023084
2017-05-19 10:00:00,2533.195251074204
2017-05-19 11:00:00,2590.802840866543
2017-05-19 12:00:00,2211.327510150087
2017-05-19 13:00:00,2227.8279941958317
2017-05-19 14:00:00,2306.9019511462093
2017-05-19 15:00:00,2303.4189259181253
2017-05-19 16:00:00,3327.4400521284633
2017-05-19 17:00:00,2336.5045442519277
2017-05-19 18:00:00,2490.4875976999274
2017-05-19 19:00:00,2765.20553273674
2017-05-19 20:00:00,2800.5026041451156
2017-05-19 21:00:00,2805.7120416644675
2017-05-19 22:00:00,2674.4431566648373
2017-05-19 23:00:00,2787.4544139107466
2017-05-20 00:00:00,2772.8875334380364
2017-05-20 01:00:00,2774.2550967340458
2017-05-20 02:00:00,2707.946220199023
2017-05-20 03:00:00,2686.608780657163
2017-05-20 04:00:00,2393.145768866568
2017-05-20 05:00:00,2498.5538530469767
2017-05-20 06:00:00,3825.2839283316102
2017-05-20 07:00:00,2774.10842856255
2017-05-20 08:00:00,4838.183354069694
2017-05-20 09:00:00,4396.398971877259
2017-05-20 09:00:00,3727.362642100298
2017-05-20 10:00:00,4930.117855385162
2017-05-20 10:00:00,4047.2425195208516
2017-05-20 11:00:00,3448.402265101733
2017-05-20 11:00:00,3260.939778818808
2017-05-20 11:00:00,3358.132199072098
2017-05-20 12:00:00,3507.2897485106414
2017-05-20 12:00:00,3270.3034461049615
2017-05-20 13:00:00,4693.023709692948
2017-05-20 13:00:00,3266.693170477033
2017-05-20 14:00:00,4722.42023401085
2017-05-20 14:00:00,3275.690523867052
2017-05-20 15:00:00,4717.590397472656
2017-05-20 15:00:00,3375.6566340944096
2017-05-20 16:00:00,4788.195643666439
2017-05-20 16:00:00,3363.9347869252188
2017-05-20 17:00:00,4870.588999980787
2017-05-20 17:00:00,3440.8257912349995
2017-05-20 18:00:00,3478.6056494657114
2017-05-20 18:00:00,4811.879839811024
2017-05-20 18:00:00,3384.1864353883725
2017-05-20 19:00:00,4521.620978357441
2017-05-20 19:00:00,3519.6277904293056
2017-05-20 19:00:00,3597.2893052207114
2017-05-20 20:00:00,4959.889303121363
2017-05-20 20:00:00,3529.6535207085685
2017-05-20 20:00:00,3645.532151938552
2017-05-20 21:00:00,3633.43011808145
2017-05-20 21:00:00,3540.1862172905653
2017-05-20 21:00:00,2600.01013247606
2017-05-20 22:00:00,3640.8430013289594
2017-05-20 22:00:00,3560.0207209583486
2017-05-20 22:00:00,3782.654809685871
2017-05-20 23:00:00,3492.1751820786085
2017-05-20 23:00:00,3616.698781272837
2017-05-20 23:00:00,2659.6798538144717
2017-05-21 00:00:00,3602.5433972767537
2017-05-21 00:00:00,2566.6746843157152
2017-05-21 00:00:00,3497.153877819553
2017-05-21 01:00:00,3410.364769092762
2017-05-21 01:00:00,2551.902966062685
2017-05-21 02:00:00,3529.291163338921
2017-05-21 02:00:00,3670.120379982479
2017-05-21 02:00:00,5040.550121425342
2017-05-21 03:00:00,3568.462200355548
2017-05-21 03:00:00,3704.53407167441
2017-05-21 04:00:00,3608.769602729421
2017-05-21 04:00:00,3722.177993263514
2017-05-21 05:00:00,2614.985850816455
2017-05-21 05:00:00,3568.555068328699
2017-05-21 05:00:00,3748.5800274837075
2017-05-21 06:00:00,2592.524548780567
2017-05-21 06:00:00,3619.4392465728947
2017-05-21 06:00:00,3503.3622498537684
2017-05-21 07:00:00,2662.1481149396263
2017-05-21 07:00:00,3609.184422643569
2017-05-21 07:00:00,3499.891690845558
2017-05-21 08:00:00,3597.060736051719
2017-05-21 08:00:00,3641.593402999313
2017-05-21 09:00:00,3549.293859537768
2017-05-21 09:00:00,3442.5767013178634
2017-05-21 10:00:00,3570.7270537131985
2017-05-21 10:00:00,4971.565394058487
2017-05-21 10:00:00,3448.9846495060197
2017-05-21 11:00:00,3569.4555978506273
2017-05-21 11:00:00,4044.2984846979725
2017-05-21 11:00:00,2494.924496379749
2017-05-21 12:00:00,3946.6884565664195
2017-05-21 12:00:00,3457.0467409599705
2017-05-21 12:00:00,4863.7006021537845
2017-05-21 13:00:00,3665.506246940881
2017-05-21 13:00:00,3426.2591807275912
2017-05-21 13:00:00,3974.6874038491924
2017-05-21 14:00:00,2537.050363741055
2017-05-21 14:00:00,3493.745326457811
2017-05-21 15:00:00,3490.4423948900176
2017-05-21 16:00:00,4042.7094368299386
2017-05-21 16:00:00,2600.2648792857954
2017-05-21 17:00:00,3582.061699130486
2017-05-21 18:00:00,2643.3994170344654
2017-05-21 18:00:00,3569.8412048224145
2017-05-21 19:00:00,3670.6392108654422
2017-05-21 19:00:00,3584.765078041591
2017-05-21 20:00:00,2627.2945236715814
2017-05-21 20:00:00,3515.443504085189
2017-05-21 20:00:00,4009.5908503902156
2017-05-21 21:00:00,3612.804562165832
2017-05-21 21:00:00,3523.622816654257
2017-05-21 22:00:00,3618.8014081621927
2017-05-21 22:00:00,2583.456860903232
2017-05-21 23:00:00,3589.020498169117
2017-05-22 00:00:00,3671.4853275525984
2017-05-22 01:00:00,3988.6147995410856
2017-05-22 01:00:00,2595.965362340248
2017-05-22 02:00:00,3891.2214675489868
2017-05-22 03:00:00,3649.1949917160973
2017-05-22 04:00:00,2708.788467629848
2017-05-22 05:00:00,2289.2945020085435
2017-05-22 06:00:00,2279.5926048738793
2017-05-22 07:00:00,2297.0148097150836
2017-05-22 08:00:00,3390.860663083942
2017-05-22 09:00:00,3454.154718257824
2017-05-22 10:00:00,3463.560033796257
2017-05-22 11:00:00,3409.9622000190843
2017-05-22 12:00:00,3431.912270803323
2017-05-22 13:00:00,3458.454936326509
2017-05-22 14:00:00,2588.523282546107
2017-05-22 15:00:00,2488.002300420048
2017-05-22 16:00:00,3508.9820714647594
2017-05-22 17:00:00,3497.5935665922098
2017-05-22 18:00:00,3488.4851779781497
2017-05-22 19:00:00,2622.1683368780045
2017-05-22 20:00:00,3413.475425190308
2017-05-22 21:00:00,3353.9204811340182
2017-05-22 22:00:00,2665.798479551413
2017-05-22 23:00:00,2652.063455247641
2017-05-22 23:00:00,3352.5264575699225
2017-05-23 00:00:00,4892.615098527282
2017-05-23 01:00:00,2425.9758850852477
2017-05-23 02:00:00,4867.921211735048
2017-05-23 02:00:00,3566.1044285149874
2017-05-23 03:00:00,4906.387586359198
2017-05-23 04:00:00,4031.4069896459087
